name,party,state,sons,daughters,total_children,sex_ratio
Shri Bhupender Yadav,Bharatiya Janata Party,Rajasthan,,2.0,,
Shri Ekanath K. Thakur,Shiv Sena,Maharashtra,1.0,1.0,2.0,1.0
Shri K. Karunakaran,Indian National Congress,Kerala,1.0,1.0,2.0,1.0
Shri N. Jothi,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,1.0,1.0,2.0,1.0
Shri B. V. Gurumoorthy,Congress,Hyderabad,,,,
Shri Mohinder Singh Lather,Janata Dal,Haryana,,,,
Shri B. B. Varma,Congress,Bihar,,,,
Smt. Vidyawati Chaturvedi,CONG(I),Madhya Pradesh,,,,
Shri Bhargavram Vitthal (Mama) Warerkar,Nominated,Nominated,,,,
Shri Vithalbhai M. Patel,CONG(I),Gujarat,,,,
Shri M. Kamalanathan,Dravida Munnetra Kazhagam,Tamil Nadu,,,,
Shri Mustafa Rashid Shervani,CONG(I),Uttar Pradesh,,,,
Shri Motiur Rahman,Rashtriya Janata Dal,Bihar,2.0,4.0,6.0,0.5
Shri Shyam Dhar Misra,Congress (O),Uttar Pradesh,,,,
Shri Chittabrata Majumdar,Communist Party of India (Marxist),West Bengal,,1.0,,
Shri Om Prakash Mathur,Bharatiya Janata Party,Rajasthan,,,,
Shri Ram Nath Thakur,Janata Dal (United),Bihar,,3.0,,
Shri Kasim Ali Abid,Congress,Andhra Pradesh,,,,
Shri Irengbam Tompok Singh,Congress,Manipur,,,,
Shri S.Peter Alphonse,Tamil Maanila Congress (Moopanar),Tamil Nadu,1.0,,,
Shri S. Niraikulathan,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,1.0,1.0,2.0,1.0
Shri Bhagirathi Mahapatra,Indian National Congress,Odisha,,,,
Shri Hari Shankar Bhabhra,Bharatiya Janata Party,Rajasthan,,,,
Shri Veershetty Moglappa Kushnoor,Indian National Congress,Karnataka,,,,
Shri Jaspat Roy Kapoor,Indian National Congress,Uttar Pradesh,,,,
Shri Ashok Siddharth,Bahujan Samaj Party,Uttar Pradesh,1.0,1.0,2.0,1.0
Shri Onward L. Nongtdu,Indian National Congress,Meghalaya,1.0,3.0,4.0,0.3333333333333333
Shri Thomas Kuthiravattom,Kerala Congress,Kerala,,,,
Smt. Ila Panda,Janata Dal,Odisha,,,,
Dr. Hirdey Nath Kunzru,Independent & Others,Uttar Pradesh,,,,
Shri Hishey Lachungpa,Sikkim Democratic Front,Sikkim,1.0,1.0,2.0,1.0
Mahant Shambhuprasadji Tundiya,Bharatiya Janata Party,Gujarat,1.0,1.0,2.0,1.0
Raizada Hans Raj,Indian National Congress,Punjab,,,,
Shri Natuji Halaji Thakor,Bharatiya Janata Party,Gujarat,2.0,,,
Dr. T.N. Seema,Communist Party of India (Marxist),Kerala,,1.0,,
Shri Gulam  Mohammad Mir,Indian National Congress,Jammu & Kashmir,,,,
Shri Bhupesh Gupta,Communist Party of India,West Bengal,,,,
Shri Dhirendra Chandra Mallik,Indian National Congress,Bihar,,,,
Shri Yashwant Sinha,Bharatiya Janata Party,Jharkhand,2.0,1.0,3.0,2.0
Shri V. V. Ramaswamy,Other,Madras,,,,
Shri Chandan K. Bagchi,CONG(I),Bihar,,,,
Shri R. Shunmugasundaram,Dravida Munnetra Kazhagam,Tamil Nadu,1.0,1.0,2.0,1.0
Shri Kumar Deepak Das,Asom Gana Parishad,Assam,,2.0,,
Shri A.V. Kunhambu,Communist Party of India,Kerala,,,,
Shri Manohar Parrikar,Bharatiya Janata Party,Uttar Pradesh,2.0,,,
Shri Khagen Das,Communist Party of India (Marxist),Tripura,,2.0,,
Shri Harekrushna Mallick,Janata,Odisha,,,,
Shri Ilaiyaraaja,Nominated,Nominated,2.0,1.0,3.0,2.0
Shri Jairam Ramesh,Indian National Congress,Karnataka,2.0,,,
Shri Keshubhai S. Patel,Bharatiya Janata Party,Gujarat,5.0,1.0,6.0,5.0
Shri Gopalsinh G. Solanki,Bharatiya Janata Party,Gujarat,2.0,1.0,3.0,2.0
Shri Satyendra Prosad Ray,Congress,West Bengal,,,,
Shri H.S. Narasiah,Indian National Congress,Karnataka,,,,
Shri Monoranjan Roy,Communist Party of India (Marxist),West Bengal,,,,
Dr. Alladi P. Rajkumar,Telugu Desam Party,Andhra Pradesh,2.0,1.0,3.0,2.0
Shri Jagannathrao Joshi,Bharatiya Janata Party,National Capital Territory of Delhi,,,,
Shri Fali S. Nariman,Nominated,Nominated,1.0,1.0,2.0,1.0
Shri Konda Narayanappa,Indian National Congress,Hyderabad,,,,
Shri Niranjan Singh Talib,Congress,Punjab,,,,
Smt. Smriti Zubin Irani,Bharatiya Janata Party,Gujarat,1.0,1.0,2.0,1.0
Shri S. Jaishankar,Bharatiya Janata Party,Gujarat,2.0,1.0,3.0,2.0
Shri K. Muhammad Rahmath Ullah,Congress,Madras,,,,
Shri Bhupinder Singh,Independent & Others,Punjab,,,,
Shri S. V. Krishna Moorthy Rao,Indian National Congress,Mysore,,,,
Maulana Abdul Shakoor,Indian National Congress,Rajasthan,,,,
Prof. Jogen Chowdhury,All India Trinamool Congress,West Bengal,1.0,,,
Shri Shantaram Naik,Indian National Congress,Goa,1.0,,,
Shri Vijay Goel,Bharatiya Janata Party,Rajasthan,1.0,1.0,2.0,1.0
Shri K. Vanlalvena,Mizo National Front,Mizoram,1.0,2.0,3.0,0.5
Shri Abu Abraham,Nominated,Nominated,,,,
Shri Meghraj Jain,Bharatiya Janata Party,Madhya Pradesh,,,,
Shri Bhola Paswan Shastri,Congress,Bihar,,,,
Prof. Ramdhari Sinha Dinkar,Congress,Bihar,,,,
Shri Mohinder Singh Kalyan,Indian National Congress,Punjab,,,,
Shri Nand Kumar Sai,Bharatiya Janata Party,Chhattisgarh,3.0,4.0,7.0,0.75
Shri Govindram Miri,Bharatiya Janata Party,Madhya Pradesh,,,,
Shri N.K. Krishnan,Communist Party of India,Kerala,,,,
Shri Amir Alam Khan,Samajwadi Party,Uttar Pradesh,2.0,,,
Shri B. K. Mukerjee,Indian National Congress,Uttar Pradesh,,,,
Shri Rajkumar Dhoot,Shiv Sena,Maharashtra,1.0,3.0,4.0,0.3333333333333333
Maulana Mohammad Faruqi,Indian National Congress,Uttar Pradesh,,,,
Dr. H.P. Sharma,CONG(I),Rajasthan,,,,
Smt. Sudha Vijay Joshi,CONG(I),Maharashtra,,,,
Shri D. Bandyopadhyay,All India Trinamool Congress,West Bengal,,2.0,,
Dr. N.S. Hardikar,Congress,Mysore,,,,
Shri G. Swamy Naik,Indian National Congress,Andhra Pradesh,,,,
Shri Hayatulla Ansari,Other,Uttar Pradesh,,,,
Shri Shiv Pratap Mishra,Indian National Congress,Uttar Pradesh,,,,
Shri T.M. Selvaganapathi,Dravida Munnetra Kazhagam,Tamil Nadu,2.0,,,
Shri Vijay Kumar Malhotra,Bharatiya Janata Party,National Capital Territory of Delhi,,,,
Shri Devendra Prasad Singh,Praja Socialist Party,Bihar,,,,
Shri Janeshwar Mishra,Samajwadi Party,Uttar Pradesh,,2.0,,
Shri Chh. Udayanraje Bhonsle,Bharatiya Janata Party,Maharashtra,1.0,1.0,2.0,1.0
Dr. V.A. Seyid Muhammad,Congress,Kerala,,,,
Shri Narendra Singh Tomer,Bharatiya Janata Party,Madhya Pradesh,,,,
Shri Dinesh Trivedi,All India Trinamool Congress,West Bengal,1.0,,,
Shri Nafisul Hasan,Other,Uttar Pradesh,,,,
Shri S. Kumaran,Communist Party of India,Kerala,,,,
Shri N.M. Lingam,Indian National Congress,Tamil Nadu,,,,
Shri M.P. Veerendra Kumar,Independent & Others,Kerala,1.0,3.0,4.0,0.3333333333333333
Shri Rambhai Harjibhai Mokariya,Bharatiya Janata Party,Gujarat,2.0,1.0,3.0,2.0
Shri Prakanta Warisa,Autonomous State Demand Committee,Assam,,,,
Dr. Kalpana Saini,Bharatiya Janata Party,Uttarakhand,1.0,1.0,2.0,1.0
Shri Bira Kesari Deo,Swatantra Party,Odisha,,,,
Prof.(Smt) G. Parthasarathy,Other,Madras,,,,
Shri Ali  Anwar Ansari,Janata Dal (United),Bihar,4.0,,,
Shri Ripun Bora,Indian National Congress,Assam,1.0,1.0,2.0,1.0
Shri Rameshehandra Shankarrao Khandekar,Other,Madhya Pradesh,,,,
Shri Mohammed Afzal alias Meem Afzal,Janata Dal,Uttar Pradesh,,,,
Shri V.P. Singh Badnore,Bharatiya Janata Party,Rajasthan,1.0,1.0,2.0,1.0
Shri Mohammad Ali,Indian National Congress,Madhya Pradesh,,,,
Shri Mahammed Haneef,Congress,Odisha,,,,
Shri Vikramjit Singh Sahney,Aam Aadmi Party,Punjab,1.0,1.0,2.0,1.0
Shri P. Soundararajan,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,2.0,,,
Ms. M.L. Mary Naidu,Other,Andhra Pradesh,,,,
Shri Nawal Kishore,Indian National Congress,Uttar Pradesh,,,,
Shri Neeraj Dangi,Indian National Congress,Rajasthan,1.0,1.0,2.0,1.0
Shri V. Hanumantha Rao,Indian National Congress,Telangana,,3.0,,
Shri D.Y. Pawar,CONG(I),Bombay,,,,
Shri Ish Dutt Yadav,Samajwadi Party,Uttar Pradesh,,,,
Shri Ambeth Rajan,Bahujan Samaj Party,Uttar Pradesh,2.0,,,
Shri Mohan Singh Oberoi,BKD,Uttar Pradesh,,,,
Shri Ram Niwas Mirdha,Indian National Congress,Rajasthan,,,,
Shri Bhairab Chandra Mahanti,Indian National Congress,Odisha,,,,
Shri Umashankar Jathalal Joshi,Nominated,Nominated,,,,
Shri Parbhu Singh,Janata,Haryana,,,,
Shri Rattan Lal Jain,Indian National Congress,Punjab,,,,
Shri Abid Ali,Indian National Congress,Maharashtra,,,,
Shri Mufti  Mohamad Sayeed,Janata Dal,Jammu & Kashmir,,,,
Shri Arun Singh,CONG(I),Uttar Pradesh,,,,
Shri Ram Chander Jangra,Bharatiya Janata Party,Haryana,2.0,1.0,3.0,2.0
Shri Balachandra Menon,Communist Party of India,Kerala,,,,
Shri M.C. Setalvad,Nominated,Nominated,,,,
Shri Digvijay Singh,Janata Dal (United),Jharkhand,,2.0,,
Dr. K.L. Shrimali,Congress,Rajasthan,,,,
Shri Mohan Lal Gautam,Congress,Uttar Pradesh,,,,
Shri V. R. Mohan,Independent & Others,Uttar Pradesh,,,,
Smt. Ushi Khan,Indian National Congress,Rajasthan,,,,
Smt. Bimba Raikar,Indian National Congress,Karnataka,1.0,2.0,3.0,0.5
Shri T.R. Balu,Dravida Munnetra Kazhagam,Tamil Nadu,,,,
Smt. Sukhbuns Kaur,Indian National Congress,Punjab,,2.0,,
Shri B. S. Gnanadesikan,Indian National Congress,Tamil Nadu,2.0,,,
Shri Jogesh Chandra Chatterjee,Congress,Uttar Pradesh,,,,
Shri Surendra Mohan,Janata,Uttar Pradesh,,,,
Shri Dajiba Balwantrao Desai,Peasants and Workers Party,Others,,,,
Dr. Manohar Joshi,Shiv Sena,Maharashtra,1.0,2.0,3.0,0.5
Shri Golandaz Mohammedhusain,CONG(I),Gujarat,,,,
Shri Lalbuaia,Indian National Congress,Mizoram,,,,
Shri Lalchand Hirachand Doshi,Congress,Bombay,,,,
Shri Gajanan Ramrao Kulkarni,Other,Bombay,,,,
Smt. Shakuntala Paranjpye,Nominated,Nominated,,,,
Shri Jagdambi Prasad Yadav,Bharatiya Janata Party,Bihar,,,,
Shri Puttapaga Radhakrishna,Telugu Desam Party,Andhra Pradesh,,,,
Shri L. Ganesan,Dravida Munnetra Kazhagam,Tamil Nadu,,,,
Shri T.R. Zeliang,Nagaland Peoples Front,Nagaland,2.0,1.0,3.0,2.0
Shri Vizol,Nationalist People s Coalition,Nagaland,,,,
Shri Jesudasu Seelam,Indian National Congress,Andhra Pradesh,1.0,2.0,3.0,0.5
Shri Patitpaban Pradhan,Lok Dal,Odisha,,,,
Shri Lakshmana Mahapatro,Communist Party of India,Odisha,,,,
Shri K.C. Tyagi,Janata Dal (United),Bihar,3.0,,,
Shri Avinash Rai Khanna,Bharatiya Janata Party,Punjab,1.0,1.0,2.0,1.0
Shri Showaless K. Shilla,Congress,Meghalaya,,,,
Shri M.M. Jacob,CONG(I),Kerala,,,,
Dr. K. Ramiah,Nominated,Nominated,,,,
Shri Dhiraj Prasad Sahu,Indian National Congress,Jharkhand,1.0,1.0,2.0,1.0
Shri Ram Prasad Tamta,Congress,Uttar Pradesh,,,,
Shri Virendra Kumar Sakhalecha,Jansangh,Madhya Pradesh,,,,
Shri K. R. Arjunan,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,1.0,,
Shri Mohammed Amin,Communist Party of India (Marxist),West Bengal,2.0,1.0,3.0,2.0
Shri Kishor Mehta,Independent & Others,Gujarat,,,,
Shri Kameshwar Singh,Congress,Bihar,,,,
Shri C. Ve. Shanmugam,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,1.0,1.0,2.0,1.0
Shri Ramesh Umrao Agnibhoj,Congress,Madhya Pradesh,,,,
Shri Tharagatury John Moses Wilson,Indian National Congress,Andhra Pradesh,,,,
Smt. Jayaprada Nahata,Telugu Desam Party,Andhra Pradesh,,,,
Smt. Urmilaben Chimanbhai Patel,CONG(I),Gujarat,,,,
Shri Harivansh,Janata Dal (United),Bihar,1.0,1.0,2.0,1.0
Shri Shamim Hashmi,CONG(I),Bihar,,,,
Shri N.K.P. Salve,CONG(I),Maharashtra,1.0,1.0,2.0,1.0
Shri R. Margabandu,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,4.0,2.0,6.0,2.0
Shri Jibon Roy,Communist Party of India (Marxist),West Bengal,1.0,,,
Shri Prem Chand Gupta,Rashtriya Janata Dal,Bihar,2.0,1.0,3.0,2.0
